Video ID,Video Title,Category ID,Channel Title,Description,Published Date
19M1e6JE2oE,The Beatles: 1964 U.S. Albums In Mono Vinyl Box Set,10,The Beatles,"THE BEATLES’ 1964 U.S. ALBUMS COLLECTED FOR NEW MONO VINYL BOX SET & LP RELEASES, CELEBRATING 60 YEARS OF GLOBAL BEATLEMANIA
‘The Beatles: 1964 U.S. Albums In Mono’ Spotlights Seven Albums
Released in America Between January 1964 & March 1965; 180-gram Vinyl LPs Analog Cut from the Original Mono Masters
Originally compiled for U.S. release between January 1964 and March 1965 by Capitol Records and United Artists, seven Beatles albums have been analog cut for 180-gram audiophile vinyl from their original mono master tapes for global release on November 22 by Apple Corps Ltd./Capitol/UMe. Out of print on vinyl since 1995, the seven mono albums are available now for preorder in a new eight-LP box set titled The Beatles: 1964 U.S. Albums In Mono, with six of the titles also available individually.
All seven albums – Meet The Beatles!; The Beatles’ Second Album; A Hard Day’s Night (Original Motion Picture Sound Track); Something New; The Beatles’ Story (2LP); Beatles ’65; and The Early Beatles – feature faithfully replicated artwork and new four-panel inserts with essays written by American Beatles historian and author Bruce Spizer. The albums’ new vinyl lacquers were cut by Kevin Reeves at Nashville’s East Iris Studios. The box set collects the seven albums, and all except The Beatles’ Story are also available individually.
Order yours today! https://thebeatles.lnk.to/1964USAlbumsYD
#Beatles64",2024-09-12T12:45:05Z
m9u1h4bOItE,"Last Chance to see The Beatles LOVE!  The final performance is on July, 6 2024.",10,The Beatles,"The Beatles LOVE pays tribute to the band's artistic achievements, using real and fictional characters to explore the song's themes. 
The Beatles LOVE features several scenes inspired by the poetry of the song's lyrics with 60 performers who excel in aerial performances, extreme sports, and urban and freestyle dance.
https://www.cirquedusoleil.com/beatles-love",2024-06-13T09:42:36Z
goRjYCUhgt4,"'While My Guitar Gently Weeps’ - Eric Clapton - The Concert For Bangladesh, 1st August 1971.",10,The Beatles,"For the first time, The Concert for Bangladesh, the GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available for streaming across all major digital music providers worldwide: https://lnk.to/TheConcertForBangladesh

#concertforbangladesh 
@ericclapton @GeorgeHarrisonOfficial @UNICEF @UNICEFUSA",2024-08-12T20:39:04Z
VIQDibbLujM,"“Yellow Submarine"" (Songwriting Work Tape / Part 1) by The Beatles",10,The Beatles,"Yellow Submarine,” the iconic, sunny rite of singalong passage for children everywhere, began life quite differently to the version that was released.

Available today for the very first time, listen to “Yellow Submarine (Songwriting Work Tape / Part 1)” & “Got To Get You Into My Life (Second Version / Unnumbered Mix)” - taken from the forthcoming ‘Revolver’ Special Editions, out next Friday 28th October.

You can stream & download it now - https://thebeatles.lnk.to/YellowSubmarinePart1 
#TheBeatlesRevolver",2022-10-21T11:37:21Z
jW30Otj3LD8,"“I ain't got nothin' but love  babe,Eight days a week.” #RedandBlue",10,The Beatles,,2023-11-27T15:46:33Z
wCv92dcNK4k,Giles Martin Deconstructs How The Sound of 'Rain' Was Created By The Beatles In The Studio,10,The Beatles,"Pre-order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022

“Suddenly the studio wasn’t a functional place where you go and perform, it was also a place where you go up in the control room and create sounds for yourself that people hadn’t heard before.” - Giles Martin deconstructs how the sound of Rain was created by The Beatles in the studio.",2022-11-21T17:41:32Z
maNWq24yxKw,Giles Martin Tells How George Martin And Paul McCartney Made Eleanor Rigby #TheBeatlesRevolver,10,The Beatles,"Pre-order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022

Giles Martin tells the story of the collaboration between his father, George Martin, and Paul in making Eleanor Rigby, and takes us right into the studio to hear them recording it.",2022-11-21T17:53:29Z
Itjw8tCbbXs,Who Played The Flamenco Guitar On Bungalow Bill? #BeatlesWhiteAlbum,10,The Beatles,"- Giles Martin Tells Felix White... 

Celebrating the 50th Anniversary of the White Album, Matt Everitt, Giles Martin, and a panel of journalists, broadcasters & artists discuss how the album has influenced musicians.  

In a world of snackable content, playlists and short attention spans, would an artist dare release such a diverse body of work now?

The Panel

Giles Martin (Producer)
Georgie Rogers (BBC 6 Music / Soho Radio / Foundation FM)
Dan Stubbs - (NME)
Felix White – (The Maccabees / Yala! Records)
Miles Kane - (Artist)
Andy Bell – (Ride)

Live Stream Date: Wednesday 7th Nov 2018
youtube.com/thebeatles

The Beatles’ groundbreaking 1968 ‘White Album’ is out now in a suite of lavishly presented ‘White Album’ packages, including a super deluxe 7-disc set featuring 50 mostly previously unreleased recordings, all newly mixed with 5.1 surround audio as well as the much-sought after Esher Demos. The album is available in super deluxe 7-disc, deluxe 4LP, deluxe 3CD and 2LP editions,
 all with the new stereo audio mixes. Order now: http://thebeatles.lnk.to/WhiteAlbum

#beatleswhitealbum

Official site: http://www.thebeatles.com
 Facebook: https://www.facebook.com/thebeatles
 Instagram: https://www.instagram.com/thebeatles
 Twitter: https://twitter.com/thebeatles",2019-02-05T12:22:52Z
xFNEhqY7yx8,Here’s a surprising magical story about Now and Then. #NowAndThen,10,The Beatles,,2023-11-21T14:30:06Z
_6NHLSB0WV4,The Beatles 1 Video Collection Restoration Trailer,10,The Beatles,"ALL-NEW EDITIONS OF THE BEATLES 1 VIDEO COLLECTION PAIR BEAUTIFULLY RESTORED PROMOTIONAL FILMS AND VIDEOS WITH BRAND NEW STEREO SURROUND AUDIO MIXES. 

It’s The Beatles, as you’ve never seen them before. 

Explore The Beatles 1 Blu-ray/DVD at thebeatles.com

Available to pre-order:
1+ Deluxe 2Blu-ray/CD: http://thebeatles1.lnk.to/DeluxeBluRay
1+ Deluxe 2DVD/CD: http://thebeatles1.lnk.to/DeluxeDVD
CD/Blu-ray: http://thebeatles1.lnk.to/CDBlu-Ray
CD/DVD: http://thebeatles1.lnk.to/CDDVD
Blu-ray: http://thebeatles1.lnk.to/Blu-Ray
DVD: http://thebeatles1.lnk.to/DVD
1CD: http://thebeatles1.lnk.to/CD",2015-09-16T19:18:07Z
5yQOcrYUz84,The Beatles: 1964 U.S. Albums In Mono,10,The Beatles,"Kevin Reeves, Mastering Engineer for The Beatles: 1964 U.S. Albums In Mono, tells us how the US releases are completely unique from The Beatles' UK releases.
#beatles64
Pre-order:  https://thebeatles.lnk.to/1964USAlbums",2024-11-04T17:43:15Z
eoJeF6igM9I,Giles Martin Talks About How You Hear Each Beatle As An Individual In #TheBeatlesRevolver,10,The Beatles,"Pre-order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022

“The thing with Revolver is you hear all four of them, and you hear all four of their input onto it” - Giles Martin talks us through some of the elements that came together to make Revolver what it is.",2022-11-21T17:51:26Z
LOUwUglhBX0,'Jumpin' Jack Flash' - Leon Russell,10,The Beatles,"For the first time, The Concert for Bangladesh, the GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available for streaming across all major digital music providers worldwide.
Stream The Concert for Bangladesh album: https://lnk.to/TheConcertForBangladesh
@LeonRussellOfficial @GeorgeHarrisonOfficial",2024-08-11T17:11:05Z
-evKmkjLryU,"Listen To The New Mix Of ""For No One"" From The Revolver Special Editions",10,The Beatles,"Order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022

About this song, Paul mused, ‘I think that’s one of the nice things about the English language, that you can take things in multiple ways, “Your day breaks” works on the level of both “your day begins” and “your day is broken” and “She makes up” is working in a couple of ways: putting on your make up and making up after an argument.’
#thebeatlesrevolver",2022-12-12T11:45:36Z
i3F2DXahjSk,"Listen To The New Mix Of ""Eleanor Rigby"" From The Revolver Special Editions",10,The Beatles,"Order the new Revolver special editions now: https://TheBeatles.lnk.to/Revolver2022
About ""Eleanor Rigby"", Paul remembered, ‘I wrote it at the piano, just vamping an E minor chord, letting that stay as a vamp and putting a melody over it, just danced over the top of it. It has almost Asian Indian rhythms.’
#thebeatlesrevolver",2022-12-09T17:22:05Z
tLhMsCLXAUo,Bob Dylan - 'Just Like A Woman',10,The Beatles,"Bob Dylan - 'Just Like A Woman'.  
'The Concert For Bangladesh', the GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available for streaming across all major digital music providers worldwide. 
https://lnk.to/TheConcertForBangladesh

@BobDylan  @GeorgeHarrisonOfficial  @UNICEF  @UNICEFUSA",2024-08-12T16:36:47Z
2iBcSaELAxs,TV Premiere of The Beatles: Eight Days A Week,10,The Beatles,"Watch the UK TV Premiere of The Beatles: Eight Days A Week on Channel 4 this Friday, 5th January, at 9pm.

""This film is fantastic. So many live performances I've never seen before plus revealing, candid interviews. @RealRonHoward did a wonderful job on this film. #EightDaysAWeek"" - via @eriktmpls, on Twitter.",2018-01-02T18:03:54Z
feAltgyZa4Q,‘That’s The Way God Planned It’ by Billy Preston at The Concert For Bangladesh.,10,The Beatles,"The GRAMMY® Award-winning album from George Harrison, Ravi Shankar & friends, is now available on streaming services worldwide. 
Stream The Concert for Bangladesh album: https://lnk.to/TheConcertForBangladesh
@GeorgeHarrisonOfficial",2024-08-11T21:22:05Z
BTxuuyDNZC4,ARENA:  Paul Gambaccini:  It's a graft of Englishness and Psychedelia,10,The Beatles, ,2012-10-08T09:39:52Z
1iFoWjsm27Q,First US Visit Clip 2,10,The Beatles, ,2011-09-09T13:05:57Z
